Module Code,Title,Credits
FR4925,FRENCH FOR BUSINESS 5A ,6
FR4927,FRENCH FOR BUSINESS 7A ,6
FR4928,FRENCH FOR BUSINESS 8A ,6
FR5101,THE FRENCH LANGUAGE TODAY ,9
FR5102,THEORY AND PRACTICE OF TRANSLATION ,9
FR5111,CONTEMPORARY FRANCE 1 ,9
FR5112,ISSUES IN CONTEMPORARY FRANCE ,9
FR5131,SECOND LANGUAGE ACQUISITION ,9
FR5141,MASTERS DISSERATION 1 ,30
FR5142,MASTERS DISSERTATION ,30
FR5151,LITERARY AND CULTURAL PRODUCTION IN EARLY MODERN ,9
FR5152,MODERN FRENCH LANGUAGE LITERARY AND CULTURAL ,9
FR5161,THE QUESTION OF THE UNIVERSAL IN MODERN AND ,9
GA3013,LABHAIRT NA GAEILGE: RÉIMEANNA AGUS DIOSCÚRSAÍ ,6
GA3023,AN CLEACHTAS DÁTHEANGACH ,6
GA3031,AN GHAEILGE SA CHLEACHTAS GAIRMIÚIL 1 ,6
GA3033,SCRÍBHNEOIREACHT AGUS SCILEANNA AN LÉINN ,6
GA3034,GNÉITHE DEN FHEASACHT TEANGA ,6
GA3041,AN FHILÍOCHT CHOMHAIMSEARTHA ,6
GA3042,AN GHAEILGE SA CHLEACHTAS GAIRMIÚIL 2 ,6
GA3043,LOG FOGHLAMA 3 ,3
GA3044,SCRÍBHNEOIRÍ COMHAIMSEARTHA NA GAEILGE & AN POBAL ,6
GA3051,LOG FOGHLAMA 1 ,3
GA3052,AN TRAIDISIÚN BÉIL ,6
GA3054,SAIBHRIÚ TEANGA: COMHTHÉACSANNA CUMARSÁIDE ,6
GA3062,LOG FOGHLAMA 2 ,3
GA3064,LOG FOGHLAMA 4 ,3
GA4006,An Ghaeilge Ghairmiuil ,6
GA4007,GAEILGE FINAL YEAR PROJECT 1 ,6
GA4008,GAEILGE FINAL YEAR PROJECT 2 ,6
GA4011,"CELTIC CIVILISATION: CULTURE, LANGUAGE AND ",6
GA4012,CELTIC CIVILISATION: CONTINUITY AND CHANGE ,6
GA4103,INTRODUCTION TO IRISH FOLKLORE ,6
GA4105,IRISH FOLKLORE 1 ,6
GA4113,CELTIC CIVILISATION 1 ,6
GA4115,IRISH LANGUAGE 1 ,6
GA4116,IRISH LANGUAGE 2 ,6
GA4133,LITRíOCHT AGUS SAíOCHT 1: 1890-1940 ,6
GA4134,LITRÍOCHT AGUS SAÍOCHT 2: 1940 I LEITH ,6
GA4138,LITRÍOCHT AGUS SAÍOCHT 4: SCRÍBHNEOIRÍ NA ,6
GA4141,"TEANGA, SOCHAÍ AGUS SAÍOCHT 1 ",6
GA4142,"TEANGA, SOCHAÍ AGUS SAÍOCHT 2 ",6
GA4143,"TEANGA, SOCHAÍ AGUS SAÍOCHT 3 ",6
GA4146,"TEANGA, SOCHAí AGUS SAÍOCHT 4 ",6
GA4147,"TEANGA, SOCHAÍ AGUS SAÍOCHT 5 ",6
GA4148,"TEANGA, SOCHAÍ AGUS SAÍOCHT 6 ",6
GA4153,LITRÍOCHT AGUS SAÍOCHT 1250-1690 ,6
GA4156,LITRÍOCHT AGUS SAÍOCHT 1690-1850 ,6
GA4161,AN GHAEILGE FHEIDHMEACH DO CHEOLTÓIRÍ AGUS ,6
GA4162,AN GHAEILGE FHEIDHMEACH DO CHEOLTÓIRÍ AGUS ,6
GA4163,BEGINNERS IRISH 3 ,6
GA4173,AN GHAEILGE FHEIDHMEACH DO CHEOLTÓIRÍ AGUS ,6
GA4228,IRISH FOLKLORE II ,6
GA5104,METHODS AND CASES IN ORAL HISTORY AND BEALOIDEAS ,9
GA6081,CRITICAL IRISH STUDIES 2: LITERATURES AND CONTEXTS ,9
GA6091,CRITICAL IRISH STUDIES 1: CORE ISSUES AND TEXTS ,9
GA6092,CRITICAL IRISH STUDIES: SEMINAR ,3
GA6101,CRITICAL IRISH STUDIES DISSERTATION ,30
GA6102,CRITICAL IRISH STUDIES II: LITERATURES AND CONTEXTS ,9
GA6104,"IRISH FOLKLORE, ORAL TRADITION AND ETHNOLOGY ",9
GA6131,ARD-SCILEANNA TEANGA I ,9
GA6132,ARD-SCILEANNA TEANGA II ,9
GA6133,INTéIRNEACHT ,6
GA6141,AN GHAEILGE CHLASAICEACH & LéANN NA LáMHSCRíBHINNí ,9
GA6142,SCILEANNA AISTRIúCHáIN ,3
GA6143,TRáCHTAS ,24
GA6151,AN NUA-LITRÍOCHT ,9
GA6152,AN BéARLA AGUS AN GHAEILGE: AN MALARTú TEANGA SA ,9
GA6153,TRáCHTAS ,30
GA6161,SCILEANNA CUMARSáIDE ,3
GA6162,BéALOIDEAS & EITNEOLAÍOCHT ,9
GA6172,AN CHÓITSEÁIL TEANGA SAN IONAD OIBRE - LANGUAGE ,6
GC4005,GLOBAL CITIZENSHIP AND INTERCULTURAL COMPETENCE ,6
GE3001,GERMAN FOR BEGINNERS ,3
GE3911,GERMAN FOR BEGINNERS 1(EQUINE SCIENCE) ,6
GE4004,GERMAN LANGUAGE AND THE WORKPLACE (POST- ,6
GE4005,GERMAN LANGUAGE AND CULTURE (POST-BEGINNERS) ,6
GE4009,GERMAN LITERATURE 1 ,6
GE4015,GERMAN LANGUAGE AND CULTURE (ADVANCED) ,6
GE4019,GERMAN LITERATURE 2 ,9
GE4029,GERMAN SOCIETY 1 ,6
GE4039,GERMAN SOCIETY 2 ,9
GE4141,GERMAN LANGUAGE AND SOCIETY 1: INTRO GERMAN STUD ,6
GE4142,GERMAN LANGUAGE AND SOCIETY 2: INTOD GERMAN STUD ,6
GE4143,GERMAN LANGUAGE AND SOCIETY 3: LIVING AND WORKING ,6
GE4146,GERMAN LANGUAGE AND SOCIETY 4: GERMANY PAST AND ,6
GE4147,GERMAN LANGUAGE AND SOCIETY 5:GERMANY EUROPE AND ,6
GE4148,GERMAN LANGUAGE AND SOCIETY 6: ISSUES AND DEBATES ,6
GE4211,GERMAN FOR BEGINNERS 1 ,6
GE4212,GERMAN FOR BEGINNERS 2 (APPLIED LANGUAGES) ,6
GE4213,GERMAN FOR BEGINNERS 3 (APPLIED LANGUAGES) ,6
GE4241,"GERMAN LANGUAGE, CULTURE AND SOCIETY 1 ",6
GE4242,"GERMAN LANGUAGE, CULTURE AND SOCIETY 2A ",6
GE4243,GERMAN LANGUAGE CULTURE AND SOCIETY 3 ,6
GE4246,GERMAN LANGUAGE CULTURE AND SOCIETY 4 ,6
GE4247,GERMAN LANGUAGE CULTURE AND SOCIETY 5 ,6
GE4248,GERMAN LANGUAGE CULTURE AND SOCIETY 6 ,6
GE4411,GERMAN FOR ENGINEERS 1 (BEGINNERS) ,6
GE4412,GERMAN FOR ENGINEERS 2 (BEGINNERS) ,6
GE4421,GERMAN FOR ENGINEERING/SCIENCE A1 ,6
GE4422,GERMAN FOR ENGINEERING/SCIENCE A2 ,6
GE4511,GERMAN FOR ENGINEERS 1B (INFORMATICS) ,6
GE4512,GERMAN FOR ENGINEERS 2B (INFORMATICS) ,6
GE4621,GERMAN LITERATURE AND CULTURE 1: INTRODUCTION TO ,6
GE4622,"GERMAN LITERATURE AND CULTURE 2: TEXT, WRITER AND ",6
GE4623,GERMAN LITERATURE AND CULTURE 3: ROMANTICISM ,6
GE4626,GERMAN LITERATURE AND CULTURE 4 ,6
GE4627,GERMAN LITERATURE AND CULTURE 5: ASPECTS OF 20TH ,6
GE4628,CURRENT TRENDS IN GERMAN LITERATURE AND CULTURE ,6
GE4807,GERMANY AND EUROPE ,6
GE4808,GERMAN LANGUAGE AND LITERATURE 1 ,6
GE4818,GERMAN LANGUAGE AND LITERATURE 2 ,6
GE4921,GERMAN FOR BUSINESS 1A ,6
GE4922,GERMAN FOR BUSINESS 2A ,6
GE4923,GERMAN FOR BUSINESS 3A ,6
GE4924,GERMAN FOR BUSINESS 4A ,6
GE4925,GERMAN FOR BUSINESS 5A ,6
GE4927,GERMAN FOR BUSINESS 7A ,6
GE4928,GERMAN FOR BUSINESS 8A ,6
GE6001,GERMAN LANGUAGE CULTURE IN EUROPE I: ,9
GE6002,GERMAN LANGUAGE CULTURE IN EUROPE II: GERMAN ,9
GE6003,THESIS ,30
GE6011,ADVANCED LANGUAGE SKILS I: ANALYSING MEDIA TEXTS ,9
GE6012,ADVANCED LANGUAGE SKILS II: ANALYSING FILMS AND ,9
GE6013,DISSERTATION ,30
GE6021,GERMAN - IRISH CULTURAL CONNECTIONS ,9
GE6022,GERMAN LANGUAGE IN EDUCATION:POLICY AND PRACTICE ,9
GE6031,THE GERMAN LANGUAGE TODAY ,9
GE6032,THEORY AND PRACTICE OF TRANSLATION (GERMAN) ,9
GT8001,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,3
GT8002,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,6
GT8003,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,9
GT8004,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,12
GY4001,INTRODUCTION TO HUMAN GEOGRAPHY ,6
GY4002,INTRODUCTION TO PHYSICAL GEOGRAPHY ,6
GY4003,LANDSCAPES AND ENVIRONMENT ,6
GY4004,GEOGRAPHY RESEARCH PROJECT FOR ERASMUS ,6
GY4005,NATURAL HAZARDS ,6
GY4006,PRACTICING GEOGRAPHICAL RESEARCH ,6
GY4007,GEOGRAPHY FINAL YEAR PROJECT 1 ,6
GY4008,GEOGRAPHY FINAL YEAR PROJECT 2 ,6
GY4012,"MIGRATION, MOBILITY AND PLACE ",6
GY4013,SOCIAL AND URBAN GEOGRAPHY ,6
GY4016,ECONOMIC GEOGRAPHY ,6
GY4017,"STATE, SPACE AND TERRITORIALITY ",6
GY4021,REGIONAL GEOGRAPHY ,6
GY4023,GEOGRAPHY OF DEVELOPMENT ,6
GY4026,THE LIVING EARTH ,6
GY4027,LANDSCAPE EVOLUTION ,6
GY4028,ENVIRONMENTAL ISSUES ,6
GY4031,INTRODUCTION TO HUMAN GEOGRAPHY ,6
GY4033,POPULATION DYNAMICS ,6
GY4036,GEOGRAPHIES OF DEVELOPMENT ,6
GY4037,A SUSTAINABLE WORLD? ,6
GY4038,CULTURAL AND HISTORICAL GEOGRAPHY ,6
GY4051,EARTH SCIENCE AND SOCIETY ,6
GY5021,ENVIRONMENTAL GEOSPATIAL DATA ANALYSIS ,6
GY5022,CLIMATE HAZARDS ,6
GY5031,URBAN ECOSYSTEM SERVICES ,6
GY5032,SUSTAINABILITY ,6
GY5103,READING THE LANDSCAPE: SOURCES AND METHODS IN ,9
HE5012,EDUCATION POLICY ISSUES ,6
HI2001,RESEARCH SKILLS IN WRITING AND ART HISTORY ,6
HI2002,EUROPEAN ART AND ARCHITECTURE SINCE 1700 ,6
HI2011,ART AND DESIGN: ANCIENT/MEDIEVAL/EARLY MODERN ,6
HI2012,ART AND DESIGN IN MODERN EUROPE 1600-1930 ,6
HI2021,INTRODUCTION TO ORAL HISTORY: THEORY AND PRACTICE ,6
HI2022,ART AND ARCHITECTURE IN IRELAND DURING THE MODERN ,6
HI2031,RETRIEVING HER STORY: WOMEN IN HISTORY ,6
HI2032,"ORAL HERITAGE AND MEMORY, PRIVATE AND PUBLIC ",6
HI2041,IRISH HISTORY: SOURCES AND METHODS ,6
HI2042,RESEARCH SEMINAR MODULE ,6
HI2101,HISTORY OF FAMILY I: THEORY AND PRACTICE ,9
HI2102,HISTORY OF FAMILY II: MIGRATION AND COMMUNITIES ,9
HI2110,"Introduction to Local History: Approaches, Definitions and ",6
HI2111,Introduction to Primary and Secondary Documentary Sources ,6
HI2120,Non-Written Sources for Local History ,6
HI2121,Research Seminar ,6
HI2131,SOURCES AND METHODS FOR THE HISTORY OF FAMILY ,6
HI2132,RESEARCH METHODS ,6
HI3001,HISTORICAL AND GENEALOGICAL METHODS FOR ,6
HI3101,WOMEN AND REVOLUTIONS : WRITERS AND ACTIVISTS ,6
HI4007,HISTORIOGRAPHY ,6
HI4031,EARLY MODERN EUROPE AND IRELAND ,6
HI4032,CAPITALISM AND INDUSTRIAL SOCIETY 1450 - 1900 ,6
HI4041,DIPLOMACY GOVERNMENT AND THE STATE 1550 - 1660 ,6
HI4042,WOMEN IN HISTORY: 1789 - 1918 ,6
HI4043,EUROPE: ENLIGHTENMENT AND REVOLUTION 1688 - 1815 ,6
HI4046,CONTESTING THE PAST: WRITING HISTORY ,6
HI4051,HPSS EXTENDED ASSIGNMENT 1 ,6
HI4052,HPSS EXTENDED ASSIGNMENT 2 ,6
HI4053,IRELAND: 1750 - 1850 ,6
HI4056,"NEW HEAVEN, NEW EARTH, POWER AND BELIEF IN THE ",6
HI4057,IRISH TRAVELLERS: HISTORY AND CULTURE 1922 - 1980 ,6
HI4058,IRISH HISTORY 1660 - 1960: PEOPLE PLACES AND POLITICS ,6
HI4061,REFORMATION AND THE MODERN STATE: EUROPE IN THE ,6
HI4062,COURT POLITICS AND CULTURE IN THE SPANISH ,6
HI4063,"NASTY, BRUTISH AND SHORT? EARLY MODERN EUROPE, C. ",6
HI4066,ABSOLUTES AND REVOLUTIONARIES: EUROPE IN THE AGE ,6
HI4068,"IRELAND AND THE WIDER WORLD, 1919-73 ",6
HI4071,"DOING HISTORY: PAST, PRESENT AND PRACTICE ",6
HI4072,EUROPE: IMPERIALISM AND DECOLONISATION ,6
HI4073,FROM THE PROPHET TO ISIS: THE MIDDLE EAST AND ,6
